minute_idx,BTC,DOGE,ETH,SOL,XRP,all_assets_med
674,0.09968583372197905,0.6963133496415923,0.24547079047925827,0.45697024314615137,0.3776940970850345,0.3776940970850345
675,0.08681312579028178,0.6172959748716372,0.2621605761071405,0.47740364074512587,0.3742283451782342,0.3742283451782342
676,0.08989364846152577,0.5827269561418115,0.23708723645724264,0.47372853196775044,0.39722430331696673,0.39722430331696673
677,0.08681243115755037,0.7079885702542961,0.23061942756713294,0.4896310519841378,0.428839063188782,0.428839063188782
678,0.08759218950039853,0.6191944842340369,0.2517361361995543,0.4773001006101065,0.4034263112237473,0.4034263112237473
679,0.09269067005855194,0.6407125007536592,0.2743080152845277,0.4935065942150265,0.39946543833569825,0.39946543833569825
680,0.09130679641913791,0.7087849766407845,0.2727816861474984,0.5029243120488063,0.380950146270466,0.380950146270466
681,0.08836660724189443,0.7737361632319234,0.27319993071393534,0.5639850070726965,0.3903221925381983,0.3903221925381983
682,0.16553414651776532,0.7084107152205289,0.2437865360507934,0.4826999498362874,0.3647791526084572,0.3647791526084572
683,0.08313718624019359,0.6813355276509188,0.2352048309728936,0.4986253932074743,0.3549826381867463,0.3549826381867463
684,0.08239639890244976,0.6618572355216216,0.2478395028750894,0.5071543066575487,0.3678308171609119,0.3678308171609119
685,0.08238032175152188,0.5740282409226004,0.23527623910505216,0.4618649991515464,0.37460447665473057,0.37460447665473057
686,0.08462389625193685,0.6617137722461371,0.2561661125642797,0.46166363308913116,0.3774591077714344,0.3774591077714344
687,0.08463001040805393,0.7815574689589098,0.26027473443418375,0.4656713079024698,0.3743934832232585,0.3743934832232585
688,0.0854044026886417,0.5648131480208871,0.23932957810353003,0.49066432480182837,0.371047290090456,0.371047290090456
689,0.08692046032604454,0.5902581403290703,0.24349953249398984,0.4987684778132484,0.3549559648533717,0.3549559648533717
690,0.08238195915230126,0.5881355588175341,0.24751834012121493,0.5184643016232358,0.3805919025776222,0.3805919025776222
691,0.08994129260280041,0.5127936577568771,0.2581909167341987,0.4610537194538247,0.35791910039740793,0.35791910039740793
692,0.09640970004761802,0.7112850851069262,0.24509765360595448,0.47292699063822474,0.3704453117424851,0.3704453117424851
693,0.08676610447421476,0.5495624189521546,0.2513850760989783,0.48916517380772784,0.4056378540060149,0.4056378540060149
